Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,     63,    63,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, manifestacionesCargos_properties.html)"
    82,    469,     5,72, Hint.performParameterized
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TestNG (embedded)).as(default)"
     1,     61,    61,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.274.html)"
     1,    947,   947,00, "FreeMarkerIterationOperation.render(/reports/templates/techReport-punchCard.ftl, techReport_punch.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@efc240e.as(iqi.9d3048fb-1278-4233-9a94-caaf540713a1)
     2,    137,    68,50, getEffortCountForProjectByIssueCategory
     1,     90,    90,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, certificadoOriginal_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@6e7ba939.as(iqi.9a1b7af1-2fcb-4632-baa1-eab76f30342f)
     1,      0,     0,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbDeploymentDescriptorModel).as(default)
     1,     35,    35,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, incrementoMsj_properties.html)"
     1,     38,    38,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, os_en_US_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MckoiSQLDB Driver).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@33f66442.as(iqi.59e61b97-4158-4300-815c-971a20bf9d6d)
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, diagnosticoRefrigeracion_properties.html)"
     1,     95,    95,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.307.html)"
     1,     67,    67,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.116.html)"
     1,     69,    69,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.119.html)"
     1,     27,    27,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, WSUNOEESoap_java.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@4caf62ab.as(iqi.6a6cafed-16cb-472d-85d4-15fee9edbbad)
     1,     63,    63,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, vnr_properties.45.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(6e127c98-fbee-43c4-8ae6-28e10b878bb9)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(b7b0c56d-c845-4f32-bd7e-b4ed9d271c03)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Kotlin Logging (embedded)).as(default)"
     1,     39,    39,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, validacionInicial_properties.html)"
     1,     90,    90,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.144.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@6320797e.as(iqi.8f0a7e5b-49a2-4c73-a54b-a52c969a44b4)
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteNetosDetallado_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@37ac7757.as(iqi.b6900930-0d89-4479-a9dc-c3aae0a00934)
     1,    131,   131,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, IfxValue_java.html)"
     1,     61,    61,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, lineasComerciales_properties.html)"
     1,     75,    75,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cambioPropietarioMsg_properties.html)"
     1,      2,     2,00, Query.fromType(org.jboss.windup.rules.apps.xml.model.DoctypeMetaModel).gremlin()org.jboss.windup.rules.apps.javaee.rules.DiscoverHibernateConfigurationRuleProvider$1@412e0bd9.as(default)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ignite JTA (embedded)).as(default)"
     1,    348,   348,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.242.html)"
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.117.html)"
     1,    120,   120,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.247.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@10d2b462.as(iqi.7129ba42-12b2-4ab0-a908-dcfc9275fa14)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JMock (embedded)).as(default)"
     1,      0,     0,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JPANamedQueryModel).as(default)
     1,     49,    49,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.243.html)"
     1,     21,    21,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, certifica_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(ceb9beda-ad98-470e-b413-dcbfb533a652)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JUnit (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@6070a283.as(iqi.4cb81717-e26c-4207-b456-8d5cf8017f25)
     1,     39,    39,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.183.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@7ed5a10b.as(iqi.2ae95159-ca07-4a16-90fa-da963d01d3ca)
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Microsoft SQL Driver).as(default)"
     1,     33,    33,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, confirmacion_properties.html)"
     1,     69,    69,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, tipoRodaje_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Vlad (embedded)).as(default)"
     1,    196,   196,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cartas_credito_msg_properties.html)"
     1,     43,    43,00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,orion-web-app).as(default)"
     1,     45,    45,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, filter_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(7a6b3366-29a8-4770-bb55-091b9f3878ee)"
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.149.html)"
     1,      0,     0,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JNDIResourceModel).as(default)
     1,    147,   147,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.112.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Morphia).as(default)"
     1,    104,   104,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, IngresoTaller_properties.63.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Clustering EJB).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Infinispan (embedded)).as(default)"
     1,     23,    23,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, gestionarSolicitud_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(38f6981c-b43d-4bcc-be87-7bb9aaab2c48)"
     1,    268,   268,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, BroadcastSMSStatusService_java.html)"
     1,     22,    22,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.373.html)"
     1,     60,    60,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.240.html)"
     1,     50,    50,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, recaudo_properties.html)"
     1,    132,   132,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.188.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@1bcb9306.as(iqi.4e545bd5-03d0-459d-97ce-bf72c2b86113)
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PostgreSQL Driver).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Scalate (embedded)).as(default)"
     1,     26,    26,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, net_en_US_properties.html)"
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.96.html)"
     1,     22,    22,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.151.html)"
     1,     77,    77,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, margenVariable_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Weka (embedded)).as(default)"
     1,     35,    35,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, autorizarFacturacionOT_properties.html)"
     1,     53,    53,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pagoCartaGiro_properties.html)"
     1,     67,    67,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, bolsaRevisionesMsj_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@791e2d78.as(iqi.d3da8bd6-1b4d-4017-acd5-cff5b81aab3d)
     1,     93,    93,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.181.html)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, moneda_properties.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JPA Matchers (embedded)).as(default)"
     5,     33,     6,60, Query.fromType(org.jboss.windup.graph.model.WindupConfigurationModel).as(default)
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@6c02ac89.as(iqi.08013b3b-f23b-4721-8f95-1eac8ad1bc24)
     1,     40,    40,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cals_en_US_properties.html)"
     1,     13,    13,00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*camel.*\.jar$).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(00e4e857-28f0-4b2e-b506-ea0442208beb)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSDL (embedded)).as(default)"
 51209,   3171,     0,06, isReportableFile
     1,    100,   100,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, parametrosCodSubcontrato_properties.html)"
     1,    138,   138,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, web_xml.14.html)"
     1,     38,    38,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.305.html)"
     1,    227,   227,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, diagnosticoVarios_properties.html)"
     1,     42,    42,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, parametroscodct_properties.html)"
     1,     65,    65,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.248.html)"
     1,     81,    81,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.309.html)"
     1,     54,    54,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SpellerSoundFactory_java.html)"
     1,    102,   102,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, otsConCartaNegacion_properties.html)"
     1,    229,   229,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AdministracionSucursales_properties.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logging Utils (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jukito (embedded)).as(default)"
     1,     50,    50,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AdministracionCentrosCostoCompania_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@3e7113af.as(iqi.a6ed36ee-aa90-4817-b2e1-619efd131c03)
     1,     49,    49,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.371.html)"
     1,     23,    23,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.118.html)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.334.html)"
     1,     40,    40,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, envioCorreoRetiroActivo_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@57624c86.as(iqi.81ba566e-894c-44ef-acb9-ce03d3f3e1ae)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ButterFaces (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Acegi Security (embedded)).as(default)"
     1,     54,    54,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.186.html)"
     1,     33,    33,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, manifestacionesCargos_properties.25.html)"
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, aprobarOrdenCompraManual_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(9e802769-b87b-449e-a784-3973a4a4fbd1)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@e050d2f.as(iqi.29e8dcaf-1254-4c21-a5a4-b80c8a3b8b6b)
     2,      0,     0,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JmsConnectionFactoryModel).as(default)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(1a220ce6-0062-4508-8317-f2785bb8cd4c)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(d53df5ca-a78e-4030-a7ec-3e6333a9f674)"
     1,     62,    62,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultaTraslados_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@75035ae7.as(iqi.5e04a157-c4cc-4ecd-af0c-2ba84332bd22)
     1,     40,    40,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteBDActivos_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,FreeMarker (embedded)).as(default)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Concordion (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Batch (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@6b9eb904.as(iqi.e2a1dadc-98d1-41d6-a136-6e9ee6598506)
     1,    100,   100,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, tipoContenedor_properties.html)"
